bedrooms,bathrooms,area,lot_size,floors,age,garage,fireplace,renovated,neighborhood,distance_city,price,price_hilo
2,2.0,1809,3346.0,2,52,1,1,0,1,6.34,617943.0,0
3,4.0,2441,3056.0,1,2,0,1,1,0,9.25,688147.0,0
3,3.0,2266,1711.0,2,38,1,0,0,1,7.26,654128.0,0
1,2.0,973,7110.0,2,44,0,1,0,1,9.85,350153.0,0
4,4.5,2573,4881.0,2,115,0,1,0,1,9.81,764666.0,0
4,4.5,2681,2051.0,1,121,0,1,0,0,5.36,765168.0,0
3,3.5,2206,4711.0,2,13,1,1,0,1,2.85,704762.0,0
4,4.5,4013,3147.0,2,35,1,1,0,0,0.5,1059120.0,1
4,4.0,3738,2732.0,2,44,1,0,0,1,16.13,969576.0,1
4,4.0,2768,13467.0,1,23,0,1,0,1,7.01,982798.0,1
4,5.0,3440,2788.0,2,88,1,1,0,0,11.34,938583.0,1
3,3.5,2535,2227.0,2,60,1,0,0,1,3.88,834962.0,1
2,2.0,1531,4865.0,2,10,1,1,1,0,17.18,440287.0,0
3,4.0,1910,2269.0,1,110,1,0,0,1,6.06,713890.0,0
4,4.0,2269,3495.0,1,30,1,1,0,1,10.2,700597.0,0
4,4.5,3110,2269.0,2,21,0,1,0,1,1.55,820991.0,1
3,3.5,2395,2231.0,2,8,0,0,1,1,4.69,743343.0,0
5,5.0,3589,4061.0,3,2,1,0,1,1,10.75,1041183.0,1
3,4.0,2507,5435.0,1,58,1,1,0,1,5.45,838150.0,1
3,3.0,2379,3883.0,2,64,1,0,0,1,5.24,788587.0,0
3,4.0,2628,1785.0,2,17,1,1,0,1,10.82,793684.0,1
3,3.0,2264,2903.0,1,110,1,1,0,1,11.76,641452.0,0
6,5.0,4164,2469.0,2,36,1,0,0,1,1.43,1197567.0,1
5,5.0,3574,5997.0,1,104,0,1,0,1,11.49,961260.0,1
3,3.0,2449,2874.0,2,58,1,1,0,1,5.52,754925.0,0
3,4.0,2507,3085.0,1,85,1,1,0,0,19.85,667548.0,0
3,3.0,2503,3324.0,2,68,1,1,0,1,14.25,681189.0,0
3,3.0,2805,2669.0,2,75,0,1,0,1,3.07,830893.0,1
3,4.0,2038,3654.0,1,53,0,1,0,1,6.76,637665.0,0
2,2.0,1914,7708.0,1,108,1,1,0,0,14.55,517105.0,0
4,4.5,2980,9447.0,1,86,0,1,0,1,2.27,900152.0,1
4,4.0,2111,2528.0,1,87,1,1,0,1,5.05,656964.0,0
3,4.0,2096,5606.0,2,115,1,1,0,1,15.6,655860.0,0
3,3.0,2454,2235.0,1,56,0,0,0,0,15.04,651054.0,0
3,4.0,2873,3154.0,1,12,0,1,0,1,9.11,766828.0,0
4,4.0,3227,3435.0,1,14,0,0,1,1,7.26,931856.0,1
3,3.0,2408,2896.0,2,67,0,0,0,1,6.39,722120.0,0
4,5.0,3398,1619.0,2,24,0,0,0,0,12.46,795531.0,1
3,4.0,1940,2624.0,1,25,0,1,0,1,6.49,577088.0,0
4,5.0,2625,1837.0,1,40,0,1,0,0,14.81,639192.0,0
3,3.5,2405,3264.0,1,23,1,1,0,1,9.04,859702.0,1
5,5.0,4001,5176.0,2,48,0,1,0,0,10.02,968223.0,1
4,4.0,3082,4015.0,2,56,1,1,0,1,9.29,971551.0,1
2,2.5,1554,3778.0,1,27,1,1,0,1,9.71,519081.0,0
2,2.0,925,2952.0,2,17,1,1,0,1,5.72,428488.0,0
3,4.0,2839,6260.0,1,107,1,0,0,1,3.18,843062.0,1
2,2.5,1542,5003.0,3,10,1,1,1,1,2.21,680941.0,0
3,3.0,2487,7679.0,2,30,1,0,0,0,20.01,770501.0,0
4,4.0,3179,3723.0,2,96,1,0,0,1,10.22,889526.0,1
4,4.0,3544,1632.0,2,116,1,0,0,1,10.51,898903.0,1
4,4.5,2574,5626.0,1,7,1,0,1,0,15.85,690808.0,0
4,4.5,3351,5178.0,1,110,1,1,0,1,6.9,911840.0,1
4,4.5,3225,2066.0,2,99,0,0,0,0,19.46,741536.0,0
4,5.0,2316,13040.0,2,88,1,0,0,1,3.6,829075.0,1
4,4.0,2921,5177.0,1,102,0,0,0,1,4.12,817982.0,1
3,3.0,2129,6560.0,1,20,1,0,0,1,5.2,640410.0,0
4,4.5,3396,3737.0,2,6,1,1,1,0,10.54,923728.0,1
3,3.5,1585,3943.0,1,53,1,0,0,1,3.51,643367.0,0
3,3.5,1773,2446.0,2,124,0,0,0,1,8.05,601321.0,0
3,3.0,2824,3590.0,1,118,1,1,0,0,19.53,791383.0,1
3,4.0,3029,4243.0,2,9,0,0,1,1,5.05,861013.0,1
4,4.5,3128,5633.0,1,30,1,0,0,0,14.13,933996.0,1
5,5.0,4726,1827.0,1,15,1,0,0,1,7.67,1249262.0,1
4,5.0,3418,7756.0,1,94,0,0,0,1,4.22,987523.0,1
5,5.0,4433,13163.0,1,81,0,0,0,0,17.27,1126580.0,1
4,4.0,3250,13067.0,1,15,0,0,0,1,8.47,998474.0,1
4,4.0,2866,3222.0,1,25,1,1,0,1,10.25,863100.0,1
2,2.0,1509,3227.0,1,3,1,0,1,1,10.87,548489.0,0
3,4.0,3041,2320.0,2,44,0,1,0,1,1.99,883089.0,1
4,5.0,3761,2523.0,2,15,1,1,0,0,13.36,967421.0,1
4,4.0,3156,2302.0,2,16,0,1,1,0,12.88,828397.0,1
6,5.0,4229,3475.0,2,112,0,1,1,1,9.75,1165217.0,1
2,2.0,1127,6723.0,1,37,1,1,0,1,10.38,518906.0,0
3,3.0,2905,2426.0,1,93,1,1,0,1,3.51,839443.0,1
2,2.0,1392,3174.0,1,97,1,0,0,0,21.17,352030.0,0
3,3.5,2221,7214.0,1,115,1,1,0,1,11.97,752279.0,0
5,5.0,3577,4174.0,1,32,0,0,0,1,10.54,954167.0,1
4,4.0,3384,5911.0,2,21,1,1,0,1,10.96,950814.0,1
3,3.5,2386,3080.0,2,17,1,0,0,1,2.97,745274.0,0
3,3.5,2030,1729.0,2,70,1,0,0,1,7.96,674414.0,0
4,5.0,2786,4433.0,2,117,1,1,0,1,7.07,853802.0,1
2,3.0,1564,11531.0,2,29,0,1,1,1,7.6,708570.0,0
3,3.5,2625,5812.0,2,24,1,0,0,1,4.01,760207.0,0
2,2.0,1631,2207.0,1,58,1,1,0,1,10.42,475548.0,0
5,5.0,3230,2736.0,1,93,1,1,0,0,14.32,904012.0,1
2,2.0,1802,2972.0,1,69,1,1,1,0,6.32,544272.0,0
4,4.0,3270,2424.0,1,34,1,1,0,0,7.53,936042.0,1
5,5.0,3939,9090.0,1,68,0,0,0,1,2.44,1062180.0,1
3,3.5,2114,2147.0,2,52,0,1,0,1,7.5,628392.0,0
3,3.5,1869,8431.0,2,69,1,0,0,1,5.82,622988.0,0
4,4.5,2580,2135.0,2,79,1,1,0,1,2.65,764657.0,0
4,4.0,3264,2762.0,2,69,1,1,1,1,2.7,1010222.0,1
5,5.0,4195,4461.0,1,92,0,1,0,1,4.93,1215185.0,1
4,4.0,3051,11311.0,1,23,1,1,0,1,6.86,1002168.0,1
6,5.0,3856,1556.0,1,97,1,0,0,1,10.13,1000842.0,1
5,5.0,3424,8613.0,1,65,1,1,0,1,7.54,973681.0,1
4,5.0,3213,1767.0,1,4,1,1,1,0,6.5,952994.0,1
4,4.0,3007,4111.0,1,109,1,0,0,0,10.97,952365.0,1
5,5.0,3846,7590.0,2,93,1,1,0,1,4.41,1071849.0,1
3,3.5,2451,3913.0,2,39,1,1,0,0,8.89,680554.0,0
2,2.0,1313,3242.0,2,72,1,0,0,0,20.99,322120.0,0
4,4.0,3091,4585.0,2,97,1,1,0,1,5.21,817359.0,1
4,4.5,3039,2378.0,2,31,0,0,0,1,4.02,981178.0,1
4,4.0,3914,2738.0,2,94,1,0,0,1,1.75,1087718.0,1
3,3.0,2453,2233.0,1,56,1,0,0,0,19.97,587857.0,0
3,3.0,1740,1916.0,1,65,1,0,0,1,7.97,641893.0,0
2,2.5,1681,7057.0,1,24,0,0,0,1,3.73,560896.0,0
3,3.0,2330,4299.0,2,47,0,0,0,1,12.07,735601.0,0
4,4.5,3606,6304.0,1,41,1,0,0,1,3.27,1088549.0,1
1,1.0,600,2720.0,2,83,0,1,0,1,5.96,266429.0,0
2,2.0,1905,3300.0,1,112,1,0,0,0,16.71,478485.0,0
1,1.5,1246,3467.0,2,98,1,1,1,0,19.63,376110.0,0
2,2.5,1861,3112.0,2,71,1,1,0,0,18.6,471556.0,0
3,3.5,2062,3399.0,2,24,1,0,0,1,9.68,748461.0,0
4,4.0,2540,4350.0,2,59,1,1,0,0,20.28,607135.0,0
2,3.0,2083,4363.0,2,117,1,0,1,0,14.05,561945.0,0
3,3.5,2908,4063.0,2,78,0,1,0,1,2.39,695008.0,0
3,3.0,2670,5989.0,2,100,1,0,0,1,3.3,782118.0,0
3,3.5,2790,6875.0,1,4,1,1,1,1,9.35,851674.0,1
4,4.5,3484,4159.0,1,87,1,0,0,1,6.0,977700.0,1
3,3.5,2714,1864.0,1,66,1,1,0,1,8.6,850884.0,1
2,2.0,1654,5817.0,2,10,0,0,1,0,4.69,480952.0,0
3,3.5,2280,3863.0,3,122,1,0,0,0,15.06,627880.0,0
5,5.0,4178,2429.0,1,65,0,1,0,1,4.17,1114817.0,1
3,3.0,2240,2230.0,1,109,1,1,0,1,8.96,618877.0,0
2,2.0,736,3374.0,1,5,0,1,1,0,14.21,350990.0,0
3,3.0,2683,7193.0,2,2,1,0,1,1,8.16,819733.0,1
5,5.0,3796,6795.0,2,60,1,0,0,0,16.81,983269.0,1
1,2.0,1394,3212.0,2,93,1,1,0,1,4.52,505540.0,0
5,5.0,3912,3954.0,2,4,0,0,1,1,7.24,1063599.0,1
4,4.0,2731,3316.0,1,23,0,0,0,1,12.41,714901.0,0
4,5.0,3492,2027.0,2,15,0,0,0,1,3.75,973733.0,1
4,4.5,2611,5481.0,1,32,1,0,0,1,6.81,869271.0,1
5,5.0,3900,2236.0,2,56,0,0,0,0,13.37,1001105.0,1
2,2.0,1431,6099.0,1,59,1,0,0,1,2.51,615906.0,0
4,5.0,3569,3798.0,2,21,1,0,0,0,19.85,819191.0,1
1,1.0,600,2116.0,2,39,1,0,0,1,5.43,394453.0,0
4,5.0,2851,1588.0,1,77,1,0,0,0,20.07,581381.0,0
5,5.0,4062,3348.0,1,99,1,0,0,1,9.89,1108847.0,1
4,4.0,2509,3495.0,1,51,1,1,0,1,11.63,797392.0,1
3,4.0,2916,3127.0,1,54,1,1,0,1,7.79,783035.0,0
2,2.5,1359,2834.0,1,35,1,0,0,1,3.97,476472.0,0
4,4.0,3349,5066.0,2,108,1,0,0,0,11.16,878808.0,1
3,4.0,2807,3188.0,1,32,1,0,0,1,8.53,770105.0,0
3,3.5,2218,1640.0,1,45,1,1,0,1,4.61,629303.0,0
5,5.0,3388,10067.0,3,21,1,0,0,1,4.62,1037298.0,1
2,3.0,1268,3843.0,1,27,1,1,0,0,3.63,428870.0,0
2,2.5,2281,1527.0,1,89,1,0,1,0,15.2,570810.0,0
2,2.0,1726,10278.0,2,83,1,0,0,1,3.6,723701.0,0
4,5.0,3595,4146.0,2,17,1,1,0,1,8.0,992757.0,1
4,5.0,3357,2921.0,1,9,1,1,1,1,10.97,922150.0,1
3,3.5,2220,1552.0,2,67,1,1,0,0,9.82,692865.0,0
3,3.5,2831,1654.0,1,90,0,0,0,1,3.96,734633.0,0
4,4.5,2614,6748.0,2,16,0,1,0,1,9.04,768146.0,0
1,2.0,1288,2500.0,2,81,1,0,0,1,3.75,473795.0,0
4,4.0,2272,5662.0,2,64,1,0,0,1,2.47,810712.0,1
2,3.0,1174,1690.0,1,22,1,1,0,1,4.1,492450.0,0
3,3.5,2798,2516.0,1,18,1,0,0,1,3.83,870919.0,1
3,3.0,2051,2950.0,2,28,1,0,1,1,11.24,581054.0,0
3,3.5,2354,2016.0,1,86,1,0,1,1,9.41,768619.0,0
3,4.0,2098,8079.0,1,31,0,1,0,1,9.27,628367.0,0
3,3.0,2508,2466.0,1,11,0,1,0,1,1.23,768376.0,0
4,4.0,2895,8408.0,2,30,1,0,0,1,7.01,931491.0,1
3,3.0,2137,5985.0,1,47,1,1,0,0,13.56,536718.0,0
3,3.0,1904,2363.0,1,125,1,1,0,1,10.68,656345.0,0
6,5.0,4546,4679.0,1,72,1,1,0,1,2.13,1279379.0,1
2,3.0,1927,2423.0,2,84,1,0,0,0,19.22,517814.0,0
3,3.0,1688,2578.0,1,7,1,1,1,0,11.52,470360.0,0
3,4.0,1929,2037.0,2,39,0,0,0,1,2.17,649185.0,0
4,5.0,3341,1753.0,1,69,1,1,0,1,2.45,888464.0,1
3,3.5,1617,7905.0,1,34,1,0,0,1,6.56,637502.0,0
3,3.0,2009,1676.0,1,34,0,0,0,1,10.84,594911.0,0
5,5.0,3950,1702.0,2,54,1,1,0,0,17.84,924104.0,1
3,3.5,2313,6896.0,2,92,1,1,0,0,12.07,706886.0,0
4,4.0,2310,3453.0,2,77,0,0,0,1,10.23,746965.0,0
3,3.5,2503,4150.0,2,65,1,0,0,0,12.93,726037.0,0
4,4.5,3507,2912.0,2,15,1,1,0,0,15.93,873514.0,1
2,2.0,1434,2511.0,1,91,1,0,0,0,17.25,345351.0,0
2,2.0,1211,3968.0,2,28,1,0,1,1,7.37,525263.0,0
6,5.0,4003,6790.0,1,7,1,1,1,0,22.02,1028141.0,1
2,2.5,1481,3349.0,1,62,0,0,0,1,6.4,452840.0,0
5,5.0,3168,3402.0,2,7,1,0,1,1,9.87,1008116.0,1
5,5.0,3760,2443.0,2,3,1,0,1,1,2.85,1075175.0,1
3,3.5,1992,4113.0,3,104,1,1,0,0,12.66,518184.0,0
2,2.0,1955,4026.0,1,5,1,0,1,1,5.18,646260.0,0
